Title,Description,Preconditions,Folder,State,Tags,Priority,Type of Test Case,Test Scenario Type,Test Execution Type,Layer,Operating System,Subscription,Template,Steps,Results,Feature,Scenario,Background,Automation Status,Automated Status,Owner
"[Validación de límite máximo permitido]","Validar que el monto máximo aceptado sea exactamente prepaymentMaxAmount.","Usuario en flujo de prepago; backend retorna prepaymentMaxAmount; sesión activa.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,BFF,Critical,Acceptance,Happy Path,Smoke,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el máximo permitido es prepaymentMaxAmount\nWhen el usuario ingresa un monto igual al máximo\nThen el sistema acepta el monto\nAnd permite continuar al siguiente paso",,"Automated",N/A,joelwnarro@yape.com.pe
"[Rechazo de monto mayor al máximo configurado]","Validar que un monto superior a prepaymentMaxAmount sea rechazado con mensaje en rojo.","Usuario en ingreso de monto; backend retorna límites válidos.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,"UI,BFF",Critical,Functional,Unhappy Path,Smoke,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el máximo permitido es prepaymentMaxAmount\nWhen el usuario ingresa un monto mayor al máximo\nThen se muestra mensaje de rango en rojo\nAnd el avance queda bloqueado",,"Automated",N/A,joelwnarro@yape.com.pe
"[Bloqueo de ingreso con decimales en monto de prepago]","Validar que el campo de monto no acepte decimales y solo permita enteros.","Usuario en pantalla de ingreso de monto; teclado decimal disponible en dispositivo.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,"UX,UI",High,Functional,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el usuario ingresa un monto con decimales\nWhen confirma el valor\nThen el sistema rechaza el formato decimal\nAnd mantiene la regla de solo números enteros",,"Automated",N/A,joelwnarro@yape.com.pe
"[Lógica regular para ofrecer reducción de cuotas y reducción de monto]","Validar que cuando cuota actual < monto ingresado < (payableAmount - cuota) se muestren ambas opciones de optimización.","Backend retorna cuota actual, payableAmount y límites; usuario ingresa monto en rango del caso regular.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,BFF,Critical,Functional,Happy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el monto ingresado está en rango regular\nWhen el sistema evalúa la lógica de prepago\nThen se muestran las opciones reducir cantidad de cuotas y reducir monto de cuota",,"Automated",N/A,joelwnarro@yape.com.pe
"[Derivación cuando el monto ingresado es menor a la cuota actual]","Validar que si monto ingresado < cuota actual, el flujo derive a adelanto de cuotas o a cambiar monto.","Usuario en flujo de prepago; backend retorna cuota actual; monto ingresado menor a cuota.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,BFF,High,Functional,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el monto ingresado es menor a la cuota actual\nWhen el usuario intenta continuar\nThen el sistema no permite reducción por prepago\nAnd ofrece derivación al flujo de adelanto de cuotas o cambiar monto",,"Automated",N/A,joelwnarro@yape.com.pe
"[Lógica de monto alto con saldo menor a una cuota]","Validar comportamiento cuando monto ingresado >= payableAmount - cuota, aplicando caso de prepago alto.","Usuario en ingreso de monto; valores backend disponibles; monto ingresado en umbral alto.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,BFF,High,Functional,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el monto ingresado es mayor o igual a payableAmount menos cuota\nWhen el sistema procesa la simulación\nThen aplica la lógica de prepago alto definida por negocio",,"Automated",N/A,joelwnarro@yape.com.pe
"[Derivación a cancelación total de deuda por umbral shield]","Validar que cuando monto ingresado >= prepaymentMaxAmount - prepaymentShield se derive al flujo de cancelación total.","Usuario en prepago; backend retorna prepaymentMaxAmount y prepaymentShield; monto en umbral de derivación.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,BFF,Critical,Acceptance,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el monto ingresado alcanza el umbral de prepaymentShield\nWhen el usuario intenta continuar en prepago\nThen el sistema lo deriva al flujo de cancelación total de deuda",,"Automated",N/A,joelwnarro@yape.com.pe
"[Confirmación exitosa con reducción de cuotas]","Validar en frontend los campos de confirmación para prepago exitoso con reducción de cuotas usando valores del BFF y reglas FE.","Pago exitoso ejecutado; respuesta de confirmación con payableAmount, principalBalanceAmount, principalAmount, cuotas pendientes y nuevo número de cuotas.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,"UI,BFF",Critical,Acceptance,Happy Path,Smoke,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el usuario completó un prepago exitoso con reducción de cuotas\nWhen visualiza la pantalla de confirmación\nThen se muestran correctamente deuda al día, adelanto, deuda luego de adelanto, número actual y nuevo de cuotas y valor de cuota",,"Automated",N/A,joelwnarro@yape.com.pe
"[Confirmación exitosa con reducción de monto de cuota]","Validar en frontend los campos de confirmación para prepago exitoso con reducción de monto de cuota.","Pago exitoso con opción reducir monto; backend retorna nuevo monto de cuota y datos de deuda.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,"UI,BFF",Critical,Acceptance,Happy Path,Smoke,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el usuario completó un prepago exitoso con reducción de monto de cuota\nWhen llega a la confirmación\nThen se muestran deuda al día, adelanto, deuda luego de adelanto, número de cuotas actual, monto actual y nuevo de cuota",,"Automated",N/A,joelwnarro@yape.com.pe
"[Manejo de error backend al simular prepago]","Validar que los errores del backend durante simulación o cálculo de prepago se reflejen en frontend con mensaje y bloqueo seguro.","Usuario en flujo de prepago; backend responde error controlado 4xx/5xx en simulación.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,BFF,Critical,Functional,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el backend falla al simular el prepago\nWhen el usuario intenta continuar\nThen frontend muestra mensaje de error\nAnd evita avanzar con datos inconsistentes",,"Automated",N/A,joelwnarro@yape.com.pe
"[Pérdida de conectividad durante envío de prepago y opción de reintento]","Validar manejo de desconexión de red durante el envío y disponibilidad de reintento sin duplicar transacciones.","Usuario con monto válido listo para pagar; conectividad inestable o sin internet en envío.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,"UX,BFF",Critical,Functional,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el usuario confirma el prepago y se pierde conectividad\nWhen la operación no puede completarse\nThen se muestra error de conexión y opción de reintentar\nAnd no se duplica la transacción al recuperar red",,"Automated",N/A,joelwnarro@yape.com.pe
"[Visualización de loader durante consulta y procesamiento de prepago]","Validar que se muestre loader durante llamadas críticas y que desaparezca al finalizar con éxito o error.","Usuario en flujo de prepago; tiempos de respuesta perceptibles en APIs de validación/simulación/pago.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,UX,Medium,Functional,Happy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el sistema ejecuta llamadas de backend del flujo de prepago\nWhen la respuesta está en curso\nThen se visualiza loader\nAnd el loader desaparece al recibir respuesta final",,"Manual",N/A,joelwnarro@yape.com.pe
"[Prevención de doble tap en confirmar prepago]","Validar que múltiples toques rápidos en el botón confirmar no generen solicitudes duplicadas.","Usuario en paso final con monto válido; conectividad estable; botón confirmar visible.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,"UX,BFF",Critical,Functional,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el usuario está listo para confirmar el prepago\nWhen realiza doble tap en confirmar\nThen el sistema procesa una sola solicitud\nAnd previene cobros duplicados",,"Automated",N/A,joelwnarro@yape.com.pe
"[Navegación hacia atrás conserva o resetea estado según etapa del flujo]","Validar comportamiento de persistencia o reseteo visual al usar navegación atrás en ingreso de monto, selección de opción y confirmación.","Usuario recorre al menos dos pasos del flujo de prepago; historial de navegación disponible.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,"UX,UI",High,Functional,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el usuario avanzó dentro del flujo de prepago\nWhen presiona regresar\nThen el frontend conserva o resetea el estado visual según la regla definida para la etapa\nAnd no muestra información inconsistente",,"Manual",N/A,joelwnarro@yape.com.pe
"[Cierre de modales de error o información sin romper flujo]","Validar que los modales del flujo puedan cerrarse correctamente y la pantalla retome estado consistente.","Usuario provoca un modal informativo o de error dentro del flujo; botón de cierre disponible.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,"UX,UI",Medium,Functional,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que se muestra un modal en el flujo de prepago\nWhen el usuario cierra el modal\nThen la pantalla vuelve a un estado consistente\nAnd permite continuar o corregir según corresponda",,"Manual",N/A,joelwnarro@yape.com.pe
"[Compatibilidad cross-platform del flujo base de prepago]","Validar que el flujo funcional principal se comporte de forma consistente en Android e iOS, registrando diferencias reales si aparecen.","Build estable en Android e iOS; mismo usuario y data en ambos dispositivos; ambiente QA.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,Compatibility,Medium,Compatibility,Happy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el usuario ejecuta el mismo flujo de prepago en Android e iOS\nWhen compara comportamiento funcional y mensajes\nThen el resultado funcional es consistente\nAnd cualquier diferencia real de plataforma se documenta",,"Manual",N/A,joelwnarro@yape.com.pe
"[Exclusión de alcance: cancelación total de deuda fuera del flujo de prepago FE]","Documentar como caso de control que la cancelación total de deuda no se valida end to end en este plan salvo la derivación funcional definida.","Plan de pruebas de prepago FE en revisión; equipo alineado a alcance.","Pruebas Funcionales > Mobile > Flujo de Prepago",Active,UX,Low,Other,Unhappy Path,Regression,Mobile,"Android, iOS",N/A,"Test Case BDD",,,"Flujo de Prepago","Given que el plan corresponde al flujo de prepago frontend\nWhen el monto cae en condición de derivación a cancelación total\nThen solo se valida la derivación\nAnd la ejecución completa de cancelación total queda fuera de alcance de este plan",,"Manual",N/A,joelwnarro@yape.com.pe
